  -2.000000000000000e+00    4.000000000000000e+00
  -2.000000000000000e+00    1.000000000000000e+00
  -2.000000000000000e+00   -5.000000000000000e-01
  -2.000000000000000e+00   -1.250000000000000e+00
  -2.000000000000000e+00   -1.625000000000000e+00
  -2.000000000000000e+00   -1.812500000000000e+00
  -1.812500000000000e+00   -1.625000000000000e+00
  -1.625000000000000e+00   -1.250000000000000e+00
  -1.625000000000000e+00   -1.437500000000000e+00
  -1.437500000000000e+00   -1.250000000000000e+00
  -1.250000000000000e+00   -5.000000000000000e-01
  -1.250000000000000e+00   -8.750000000000000e-01
  -1.250000000000000e+00   -1.062500000000000e+00
  -1.062500000000000e+00   -8.750000000000000e-01
  -8.750000000000000e-01   -5.000000000000000e-01
  -8.750000000000000e-01   -6.875000000000000e-01
  -6.875000000000000e-01   -5.000000000000000e-01
  -5.000000000000000e-01    1.000000000000000e+00
  -5.000000000000000e-01    2.500000000000000e-01
  -5.000000000000000e-01   -1.250000000000000e-01
  -5.000000000000000e-01   -3.125000000000000e-01
  -5.000000000000000e-01   -4.062500000000000e-01
  -4.062500000000000e-01   -3.125000000000000e-01
  -3.125000000000000e-01   -1.250000000000000e-01
  -3.125000000000000e-01   -2.187500000000000e-01
  -3.125000000000000e-01   -2.656250000000000e-01
  -3.125000000000000e-01   -2.890625000000000e-01
  -2.890625000000000e-01   -2.656250000000000e-01
  -2.656250000000000e-01   -2.187500000000000e-01
  -2.656250000000000e-01   -2.421875000000000e-01
  -2.421875000000000e-01   -2.187500000000000e-01
  -2.187500000000000e-01   -1.250000000000000e-01
  -2.187500000000000e-01   -1.718750000000000e-01
  -2.187500000000000e-01   -1.953125000000000e-01
  -1.953125000000000e-01   -1.718750000000000e-01
  -1.718750000000000e-01   -1.250000000000000e-01
  -1.718750000000000e-01   -1.484375000000000e-01
  -1.484375000000000e-01   -1.250000000000000e-01
  -1.484375000000000e-01   -1.367187500000000e-01
  -1.367187500000000e-01   -1.250000000000000e-01
  -1.250000000000000e-01    2.500000000000000e-01
  -1.250000000000000e-01    6.250000000000000e-02
  -1.250000000000000e-01   -3.125000000000000e-02
  -1.250000000000000e-01   -7.812500000000000e-02
  -1.250000000000000e-01   -1.015625000000000e-01
  -1.250000000000000e-01   -1.132812500000000e-01
  -1.132812500000000e-01   -1.015625000000000e-01
  -1.015625000000000e-01   -7.812500000000000e-02
  -1.015625000000000e-01   -8.984375000000000e-02
  -8.984375000000000e-02   -7.812500000000000e-02
  -7.812500000000000e-02   -3.125000000000000e-02
  -7.812500000000000e-02   -5.468750000000000e-02
  -7.812500000000000e-02   -6.640625000000000e-02
  -6.640625000000000e-02   -5.468750000000000e-02
  -5.468750000000000e-02   -3.125000000000000e-02
  -5.468750000000000e-02   -4.296875000000000e-02
  -4.296875000000000e-02   -3.125000000000000e-02
  -3.125000000000000e-02    6.250000000000000e-02
  -3.125000000000000e-02    1.562500000000000e-02
  -3.125000000000000e-02   -7.812500000000000e-03
  -3.125000000000000e-02   -1.953125000000000e-02
  -1.953125000000000e-02   -7.812500000000000e-03
  -7.812500000000000e-03    1.562500000000000e-02
  -7.812500000000000e-03    3.906250000000000e-03
   3.906250000000000e-03    1.562500000000000e-02
   1.562500000000000e-02    6.250000000000000e-02
   1.562500000000000e-02    3.906250000000000e-02
   1.562500000000000e-02    2.734375000000000e-02
   2.734375000000000e-02    3.906250000000000e-02
   3.906250000000000e-02    6.250000000000000e-02
   6.250000000000000e-02    2.500000000000000e-01
   6.250000000000000e-02    1.562500000000000e-01
   6.250000000000000e-02    1.093750000000000e-01
   6.250000000000000e-02    8.593750000000000e-02
   6.250000000000000e-02    7.421875000000000e-02
   7.421875000000000e-02    8.593750000000000e-02
   8.593750000000000e-02    1.093750000000000e-01
   8.593750000000000e-02    9.765625000000000e-02
   9.765625000000000e-02    1.093750000000000e-01
   1.093750000000000e-01    1.562500000000000e-01
   1.093750000000000e-01    1.328125000000000e-01
   1.093750000000000e-01    1.210937500000000e-01
   1.210937500000000e-01    1.328125000000000e-01
   1.328125000000000e-01    1.562500000000000e-01
   1.562500000000000e-01    2.500000000000000e-01
   1.562500000000000e-01    2.031250000000000e-01
   1.562500000000000e-01    1.796875000000000e-01
   1.796875000000000e-01    2.031250000000000e-01
   2.031250000000000e-01    2.500000000000000e-01
   2.031250000000000e-01    2.265625000000000e-01
   2.265625000000000e-01    2.500000000000000e-01
   2.500000000000000e-01    1.000000000000000e+00
   2.500000000000000e-01    6.250000000000000e-01
   2.500000000000000e-01    4.375000000000000e-01
   2.500000000000000e-01    3.437500000000000e-01
   2.500000000000000e-01    2.968750000000000e-01
   2.500000000000000e-01    2.734375000000000e-01
   2.734375000000000e-01    2.968750000000000e-01
   2.968750000000000e-01    3.437500000000000e-01
   3.437500000000000e-01    4.375000000000000e-01
   4.375000000000000e-01    6.250000000000000e-01
   6.250000000000000e-01    1.000000000000000e+00
   6.250000000000000e-01    8.125000000000000e-01
   8.125000000000000e-01    1.000000000000000e+00
   1.000000000000000e+00    4.000000000000000e+00
   1.000000000000000e+00    2.500000000000000e+00
   1.000000000000000e+00    1.750000000000000e+00
   1.000000000000000e+00    1.375000000000000e+00
   1.000000000000000e+00    1.187500000000000e+00
   1.187500000000000e+00    1.375000000000000e+00
   1.375000000000000e+00    1.750000000000000e+00
   1.375000000000000e+00    1.562500000000000e+00
   1.562500000000000e+00    1.750000000000000e+00
   1.750000000000000e+00    2.500000000000000e+00
   1.750000000000000e+00    2.125000000000000e+00
   1.750000000000000e+00    1.937500000000000e+00
   1.937500000000000e+00    2.125000000000000e+00
   2.125000000000000e+00    2.500000000000000e+00
   2.125000000000000e+00    2.312500000000000e+00
   2.312500000000000e+00    2.500000000000000e+00
   2.500000000000000e+00    4.000000000000000e+00
   2.500000000000000e+00    3.250000000000000e+00
   2.500000000000000e+00    2.875000000000000e+00
   2.500000000000000e+00    2.687500000000000e+00
   2.687500000000000e+00    2.875000000000000e+00
